"ppntID","seqnumber","x1","y1","x2","y2","template1","template2","stimid","presentation_position","responsekey","template_chosen","template_alt","area_chosen","area_alt","drawtime","responsetime","responseinterval"
"8048185",21,0.8442725159035036,1.1083425546868586,0.9443072227324664,1.1788714247857657,"equilateral","rightangle","pair0.84_1.11_0.94_1.18_equilateralrightangle","[0,1]","ArrowRight","rightangle","equilateral",0.556608400549056,0.4678715785641953,1542312774396,1542312774918,522
"8048185",22,0.966549988576596,0.8002305944181249,1.1331727861224894,0.9010206417986925,"rightangle","equilateral","pair0.97_0.8_1.13_0.9_rightangleequilateral","[1,0]","ArrowLeft","equilateral","rightangle",0.5105060355104489,0.38673143594674064,1542312775421,1542312776006,585
"8048185",23,1.1334411455116518,0.8953669360658204,1.0481520305925345,0.9925559594128577,"rightangle","equilateral","pair1.13_0.9_1.05_0.99_rightangleequilateral","[1,0]","ArrowUp","equal","equal","equal","equal",1542312776509,1542312779195,2686
"8048185",24,1.169263064831401,1.1668135846064165,0.9874969197095306,0.984433599667966,"skew","skew","pair1.17_1.17_0.99_0.98_skewskew","[1,0]","ArrowRight","skew","skew",0.682156014011906,0.4860625736653408,1542312779698,1542312780417,719
"8048185",25,0.9993721539083309,0.9265783889413579,0.902977141137229,1.162811185957223,"skew","equilateral","pair1_0.93_0.9_1.16_skewequilateral","[1,0]","ArrowLeft","equilateral","skew",0.5249959601890221,0.46299832016061804,1542312780920,1542312781526,606
"8048185",26,0.9682374970975671,1.0303072815724297,0.9302381979076506,0.9580929504111725,"skew","skew","pair0.97_1.03_0.93_0.96_skewskew","[1,0]","ArrowRight","skew","skew",0.4987910717755438,0.44562732980925657,1542312782030,1542312783039,1009
"8048185",27,0.841786321874392,0.8922895679058206,1.103792374620579,0.9912324655273403,"skew","equilateral","pair0.84_0.89_1.1_0.99_skewequilateral","[0,1]","ArrowRight","equilateral","skew",0.5470574184627172,0.3755585767071656,1542312783543,1542312784261,718
"8048185",28,0.8982954864608163,0.9623599767962461,1.102307109463723,0.963041636824063,"rightangle","rightangle","pair0.9_0.96_1.1_0.96_rightanglerightangle","[1,0]","ArrowLeft","rightangle","rightangle",0.5307838214903726,0.43224181175330184,1542312784764,1542312785350,586
"8048185",29,0.9795489654144919,0.9326813602568536,1.0062948054942584,0.8348784972150272,"skew","skew","pair0.98_0.93_1.01_0.83_skewskew","[1,0]","ArrowRight","skew","skew",0.45680353075049096,0.42006694748316725,1542312785852,1542312786386,534
"8048185",30,0.853746210583967,0.8583981025567338,0.9179752013828847,0.8062448566852707,"equilateral","equilateral","pair0.85_0.86_0.92_0.81_equilateralequilateral","[0,1]","ArrowRight","equilateral","equilateral",0.37005639233978815,0.3664270636151395,1542312786888,1542312790662,3774
"8048185",31,0.9047402844931305,1.1423721640311815,1.153985752040606,1.0776081849583685,"equilateral","rightangle","pair0.9_1.14_1.15_1.08_equilateralrightangle","[0,1]","ArrowRight","rightangle","equilateral",0.6217722458621477,0.5167750583413021,1542312791166,1542312792134,968
"8048185",32,0.9322366303077187,0.8337176709768596,0.9286110195971705,0.9255360629869509,"rightangle","skew","pair0.93_0.83_0.93_0.93_rightangleskew","[1,0]","ArrowUp","equal","equal","equal","equal",1542312792637,1542312795764,3127
"8048185",33,1.1212777404419982,1.0615683545418109,0.8359385376832777,0.9499833073749752,"skew","equilateral","pair1.12_1.06_0.84_0.95_skewequilateral","[1,0]","ArrowRight","skew","equilateral",0.5951564829526859,0.39706382839528026,1542312796267,1542312796873,606
"8048185",34,1.0671811877991138,0.8269137159991286,1.006319814351564,0.953289886319495,"skew","rightangle","pair1.07_0.83_1.01_0.95_skewrightangle","[0,1]","ArrowRight","rightangle","skew",0.47965725071212884,0.44123338082366453,1542312797375,1542312798546,1171
"8048185",35,0.8905778242192682,0.8975978981576012,1.0474132258660485,0.8037216728347314,"equilateral","equilateral","pair0.89_0.9_1.05_0.8_equilateralequilateral","[1,0]","ArrowRight","equilateral","equilateral",0.39969039158249237,0.4209143550211414,1542312799048,1542312801240,2192
"8048185",36,1.0150002355733647,0.8764058960143724,0.8290450791345573,1.058942762245117,"rightangle","skew","pair1.02_0.88_0.83_1.06_rightangleskew","[0,1]","ArrowRight","skew","rightangle",0.4389556430622349,0.44477609545623686,1542312801743,1542312802285,542
"8048185",37,1.115632702182769,0.8270767039395843,1.0557717973204723,1.0939050646632322,"equilateral","equilateral","pair1.12_0.83_1.06_1.09_equilateralequilateral","[1,0]","ArrowLeft","equilateral","equilateral",0.577457058108734,0.46135690906426824,1542312802787,1542312803315,528
"8048185",38,0.9050008055908366,0.8720473292128073,0.9351798258272421,1.061688111954464,"rightangle","skew","pair0.91_0.87_0.94_1.06_rightangleskew","[1,0]","ArrowLeft","skew","rightangle",0.4964346518102146,0.394601767725464,1542312803818,1542312804359,541
"8048185",39,0.930921643802589,0.9715347550824907,0.8003138622522619,1.1594749780674833,"equilateral","rightangle","pair0.93_0.97_0.8_1.16_equilateralrightangle","[0,1]","ArrowRight","rightangle","equilateral",0.4639719489410221,0.452211365606369,1542312804861,1542312805587,726
"8048185",40,1.0767983093465736,0.9611774837846575,1.11775893281205,0.8630123507720004,"skew","skew","pair1.08_0.96_1.12_0.86_skewskew","[1,0]","ArrowRight","skew","skew",0.5174971447606564,0.4823198821012649,1542312806089,1542312806626,537
"8048185",41,1.0868530534759917,1.1324958648266525,1.0629003295634765,0.8285637501802653,"rightangle","equilateral","pair1.09_1.13_1.06_0.83_rightangleequilateral","[0,1]","ArrowLeft","rightangle","equilateral",0.6154282943678906,0.44034034156547697,1542312807129,1542312807693,564
"8048185",42,0.9903334672143116,1.1144689575205957,0.9283963201563022,0.8914105500422105,"rightangle","rightangle","pair0.99_1.11_0.93_0.89_rightanglerightangle","[1,0]","ArrowRight","rightangle","rightangle",0.5518479534020454,0.41379113720384675,1542312808196,1542312808753,557
"8048185",43,1.0656034230139475,0.8195654165437113,0.9823446301005547,1.1598822831766058,"equilateral","skew","pair1.07_0.82_0.98_1.16_equilateralskew","[1,0]","ArrowLeft","skew","equilateral",0.5697020662136548,0.4366658566264152,1542312809255,1542312809795,540
"8048185",44,1.0499988104604987,0.8715862431455679,0.9064998039911292,1.1103026355376957,"equilateral","equilateral","pair1.05_0.87_0.91_1.11_equilateralequilateral","[1,0]","ArrowLeft","equilateral","equilateral",0.5032445607428776,0.4575822592582906,1542312810297,1542312811070,773
"8048185",45,1.028844607853613,0.8956759093891348,1.146811523116284,0.8188509129478958,"skew","skew","pair1.03_0.9_1.15_0.82_skewskew","[1,0]","ArrowRight","skew","skew",0.4607556648796963,0.4695338313414681,1542312811572,1542312812087,515
"8048185",46,0.9551713390707933,0.9144184366787969,1.163220838932711,1.019483943751931,"rightangle","skew","pair0.96_0.91_1.16_1.02_rightangleskew","[1,0]","ArrowLeft","skew","rightangle",0.5929424841647749,0.43671314131675393,1542312812590,1542312813074,484
"8048185",47,1.1712036821361167,0.9082880954162766,1.0234962117058548,1.0774485811559988,"equilateral","rightangle","pair1.17_0.91_1.02_1.08_equilateralrightangle","[0,1]","ArrowRight","rightangle","equilateral",0.5513822705605066,0.5318951808959719,1542312813577,1542312814946,1369
"8048185",48,1.1534366669670453,1.0730324866120178,0.9914949218869336,0.9594399732758955,"rightangle","equilateral","pair1.15_1.07_0.99_0.96_rightangleequilateral","[0,1]","ArrowLeft","rightangle","equilateral",0.6188375074525632,0.4756399306791928,1542312815449,1542312816118,669
"8048185",49,1.0391325382997783,0.8957015910737719,0.8470768704824914,0.8504709120731021,"equilateral","equilateral","pair1.04_0.9_0.85_0.85_equilateralequilateral","[0,1]","ArrowLeft","equilateral","equilateral",0.4653763339458193,0.3602071193176367,1542312816621,1542312817515,894
"8048185",50,1.1877452375295783,0.9427188007248773,1.0442967069242846,1.181400905422891,"skew","rightangle","pair1.19_0.94_1.04_1.18_skewrightangle","[0,1]","ArrowRight","rightangle","skew",0.6168665375452466,0.5598548829452843,1542312818019,1542312818636,617
"8048185",51,0.9458316013629788,0.9600305719908518,1.1202889880280826,0.8529876591952562,"rightangle","rightangle","pair0.95_0.96_1.12_0.85_rightanglerightangle","[0,1]","ArrowLeft","rightangle","rightangle",0.454013626631762,0.4777963407601483,1542312819140,1542312820394,1254
"8048185",52,0.9498667662279139,0.8885425904237535,1.0230554783136319,1.1352314698450585,"rightangle","rightangle","pair0.95_0.89_1.02_1.14_rightanglerightangle","[1,0]","ArrowLeft","rightangle","rightangle",0.5807023871895118,0.4219985385107923,1542312820897,1542312821455,558
"8048185",53,1.0867943062862908,0.9645659416316857,1.125201327629301,1.1521630054207386,"skew","equilateral","pair1.09_0.96_1.13_1.15_skewequilateral","[1,0]","ArrowLeft","equilateral","skew",0.6482076716723902,0.5241423867014954,1542312821957,1542312822467,510
"8048185",54,0.810953572106517,1.0381333740955094,0.9284080624392966,1.1586351802319934,"equilateral","skew","pair0.81_1.04_0.93_1.16_equilateralskew","[1,0]","ArrowLeft","skew","equilateral",0.5378431213765951,0.4209389840228722,1542312822970,1542312823826,856
